Record_ID,Income,Education_Level,Major,Years_of_Experience,Gender,Industry,Year,CPI,GDP
157,127988,Master's Degree,Accounting,10,0,Public,2021,269.49539686840825,0.0344428647091181
158,95789,Bachelor's Degree,Finance,11,0,Public,2018,259.04706076957433,0.0211548210373834
158,96789,Bachelor's Degree,Finance,12,0,Public,2019,253.38844804186493,0.0293356415446237
158,97789,Bachelor's Degree,Finance,13,0,Public,2020,262.73642928568705,0.0393921545369619
158,98789,Bachelor's Degree,Finance,14,0,Public,2021,269.49539686840825,0.0302580483229439
159,123805,Master's Degree,Finance,11,1,Non-Profit,2018,259.04706076957433,0.0352359638275539
159,124805,Master's Degree,Finance,12,1,Non-Profit,2019,253.38844804186493,0.030225509244015
159,125805,Master's Degree,Finance,13,1,Non-Profit,2020,262.73642928568705,0.0315455805846626
159,126805,Master's Degree,Finance,14,1,Non-Profit,2021,269.49539686840825,0.0396147868716685
160,72398,Master's Degree,Finance,4,0,Non-Profit,2018,259.04706076957433,0.0295296676755658
160,73398,Master's Degree,Finance,5,0,Non-Profit,2019,253.38844804186493,0.0211894313773456
160,74398,Master's Degree,Finance,6,0,Non-Profit,2020,262.73642928568705,0.0328039662311924
160,75398,Master's Degree,Finance,7,0,Non-Profit,2021,269.49539686840825,0.0248076477739896
161,79518,PhD,Economics,14,0,Non-Profit,2018,259.04706076957433,0.0346805952517861
161,80518,PhD,Economics,15,0,Non-Profit,2019,253.38844804186493,0.0385851479601445
161,81518,PhD,Economics,16,0,Non-Profit,2020,262.73642928568705,0.0374409667689401
161,82518,PhD,Economics,17,0,Non-Profit,2021,269.49539686840825,0.0326508821993165
162,114847,Bachelor's Degree,Economics,25,1,Private,2018,259.04706076957433,0.0398109206554026
162,115847,Bachelor's Degree,Economics,26,1,Private,2019,253.38844804186493,0.0398929728311999
162,116847,Bachelor's Degree,Economics,27,1,Private,2020,262.73642928568705,0.0200463509580962
162,117847,Bachelor's Degree,Economics,28,1,Private,2021,269.49539686840825,0.0268356480947352
163,90727,Bachelor's Degree,Accounting,8,0,Non-Profit,2018,259.04706076957433,0.0331708103134011
163,91727,Bachelor's Degree,Accounting,9,0,Non-Profit,2019,253.38844804186493,0.0369184287935546
163,92727,Bachelor's Degree,Accounting,10,0,Non-Profit,2020,262.73642928568705,0.0217720942793935
163,93727,Bachelor's Degree,Accounting,11,0,Non-Profit,2021,269.49539686840825,0.0215529866934321
164,67810,Master's Degree,Finance,8,0,Public,2018,259.04706076957433,0.0361647042001844
164,68810,Master's Degree,Finance,9,0,Public,2019,253.38844804186493,0.0214463295051587
164,69810,Master's Degree,Finance,10,0,Public,2020,262.73642928568705,0.0304515319867349
164,70810,Master's Degree,Finance,11,0,Public,2021,269.49539686840825,0.0215372415055232
165,110092,PhD,Economics,24,1,Public,2018,259.04706076957433,0.0246476864611209
165,111092,PhD,Economics,25,1,Public,2019,253.38844804186493,0.0360696548659376
165,112092,PhD,Economics,26,1,Public,2020,262.73642928568705,0.0281020538905513
165,113092,PhD,Economics,27,1,Public,2021,269.49539686840825,0.0264299140249576
166,76592,Bachelor's Degree,Finance,21,0,Private,2018,259.04706076957433,0.024292561465176
166,77592,Bachelor's Degree,Finance,22,0,Private,2019,253.38844804186493,0.0351922285739959
166,78592,Bachelor's Degree,Finance,23,0,Private,2020,262.73642928568705,0.0343958290670937
166,79592,Bachelor's Degree,Finance,24,0,Private,2021,269.49539686840825,0.0290789369621671
167,76237,Master's Degree,Economics,20,1,Public,2018,259.04706076957433,0.0257994023788721
167,77237,Master's Degree,Economics,21,1,Public,2019,253.38844804186493,0.0223990738604778
167,78237,Master's Degree,Economics,22,1,Public,2020,262.73642928568705,0.0344131029056622
167,79237,Master's Degree,Economics,23,1,Public,2021,269.49539686840825,0.0231724828905275
168,95154,Master's Degree,Economics,9,0,Public,2018,259.04706076957433,0.0263517359052223
168,96154,Master's Degree,Economics,10,0,Public,2019,253.38844804186493,0.0302225827847445
168,97154,Master's Degree,Economics,11,0,Public,2020,262.73642928568705,0.0255233911564179
168,98154,Master's Degree,Economics,12,0,Public,2021,269.49539686840825,0.0212537924324373
169,124103,Master's Degree,Accounting,29,0,Public,2018,259.04706076957433,0.0365342931986203
169,125103,Master's Degree,Accounting,30,0,Public,2019,253.38844804186493,0.031299687153505
169,126103,Master's Degree,Accounting,31,0,Public,2020,262.73642928568705,0.031436183272143
169,127103,Master's Degree,Accounting,32,0,Public,2021,269.49539686840825,0.0388596763363208
170,100695,PhD,Accounting,12,1,Public,2018,259.04706076957433,0.0223204536269633
170,101695,PhD,Accounting,13,1,Public,2019,253.38844804186493,0.0312925810199452
170,102695,PhD,Accounting,14,1,Public,2020,262.73642928568705,0.0368849740481163
170,103695,PhD,Accounting,15,1,Public,2021,269.49539686840825,0.0227823169778217
171,70796,Bachelor's Degree,Accounting,1,0,Non-Profit,2018,259.04706076957433,0.0225920130239088
171,71796,Bachelor's Degree,Accounting,2,0,Non-Profit,2019,253.38844804186493,0.0388796461072641
171,72796,Bachelor's Degree,Accounting,3,0,Non-Profit,2020,262.73642928568705,0.0295081321570014
171,73796,Bachelor's Degree,Accounting,4,0,Non-Profit,2021,269.49539686840825,0.0399893249643126
172,67971,Bachelor's Degree,Accounting,9,1,Public,2018,259.04706076957433,0.0222195504917029
172,68971,Bachelor's Degree,Accounting,10,1,Public,2019,253.38844804186493,0.0354156123652776
172,69971,Bachelor's Degree,Accounting,11,1,Public,2020,262.73642928568705,0.0371791337084125
172,70971,Bachelor's Degree,Accounting,12,1,Public,2021,269.49539686840825,0.0310413872930675
173,103389,PhD,Economics,11,0,Private,2018,259.04706076957433,0.0329542634212584
173,104389,PhD,Economics,12,0,Private,2019,253.38844804186493,0.0350804606985676
173,105389,PhD,Economics,13,0,Private,2020,262.73642928568705,0.0278946870768965
173,106389,PhD,Economics,14,0,Private,2021,269.49539686840825,0.0225144853798445
174,109591,PhD,Economics,22,1,Private,2018,259.04706076957433,0.0378043000527234
174,110591,PhD,Economics,23,1,Private,2019,253.38844804186493,0.027355719755123
174,111591,PhD,Economics,24,1,Private,2020,262.73642928568705,0.0222302442464255
174,112591,PhD,Economics,25,1,Private,2021,269.49539686840825,0.0253518535345594
175,66132,Bachelor's Degree,Economics,6,0,Public,2018,259.04706076957433,0.020386552618352
175,67132,Bachelor's Degree,Economics,7,0,Public,2019,253.38844804186493,0.0282728534983727
175,68132,Bachelor's Degree,Economics,8,0,Public,2020,262.73642928568705,0.0280857949450973
175,69132,Bachelor's Degree,Economics,9,0,Public,2021,269.49539686840825,0.0319026334981136
176,69401,Bachelor's Degree,Finance,28,1,Private,2018,259.04706076957433,0.0352461806404387
176,70401,Bachelor's Degree,Finance,29,1,Private,2019,253.38844804186493,0.0253450525958719
176,71401,Bachelor's Degree,Finance,30,1,Private,2020,262.73642928568705,0.0226303653383275
176,72401,Bachelor's Degree,Finance,31,1,Private,2021,269.49539686840825,0.0315071080650311
177,76116,Master's Degree,Finance,6,1,Non-Profit,2018,259.04706076957433,0.0266419873078627
177,77116,Master's Degree,Finance,7,1,Non-Profit,2019,253.38844804186493,0.0347805311557591
177,78116,Master's Degree,Finance,8,1,Non-Profit,2020,262.73642928568705,0.0328371991771071
177,79116,Master's Degree,Finance,9,1,Non-Profit,2021,269.49539686840825,0.0313618502467573
178,123110,Bachelor's Degree,Accounting,19,1,Non-Profit,2018,259.04706076957433,0.0379712120934967
178,124110,Bachelor's Degree,Accounting,20,1,Non-Profit,2019,253.38844804186493,0.0356075224714196
178,125110,Bachelor's Degree,Accounting,21,1,Non-Profit,2020,262.73642928568705,0.02796010585909
178,126110,Bachelor's Degree,Accounting,22,1,Non-Profit,2021,269.49539686840825,0.0213138971790873
179,84131,Bachelor's Degree,Accounting,13,1,Public,2018,259.04706076957433,0.0294761965679589
179,85131,Bachelor's Degree,Accounting,14,1,Public,2019,253.38844804186493,0.039155796019764
179,86131,Bachelor's Degree,Accounting,15,1,Public,2020,262.73642928568705,0.0357037908629681
179,87131,Bachelor's Degree,Accounting,16,1,Public,2021,269.49539686840825,0.0308896466560052
180,104458,PhD,Economics,26,0,Private,2018,259.04706076957433,0.0228160589778535
180,105458,PhD,Economics,27,0,Private,2019,253.38844804186493,0.0356264371149461
180,106458,PhD,Economics,28,0,Private,2020,262.73642928568705,0.0229392541917641
180,107458,PhD,Economics,29,0,Private,2021,269.49539686840825,0.0327190941432745
181,122344,PhD,Finance,17,0,Non-Profit,2018,259.04706076957433,0.0267468028203404
181,123344,PhD,Finance,18,0,Non-Profit,2019,253.38844804186493,0.0307762601807923
181,124344,PhD,Finance,19,0,Non-Profit,2020,262.73642928568705,0.0337999947461788
181,125344,PhD,Finance,20,0,Non-Profit,2021,269.49539686840825,0.0386121360969307
182,122721,Bachelor's Degree,Finance,6,0,Public,2018,259.04706076957433,0.0248378658822577
182,123721,Bachelor's Degree,Finance,7,0,Public,2019,253.38844804186493,0.0335924066547021
182,124721,Bachelor's Degree,Finance,8,0,Public,2020,262.73642928568705,0.0254940763009578
182,125721,Bachelor's Degree,Finance,9,0,Public,2021,269.49539686840825,0.0291932974080532
183,110293,Master's Degree,Economics,3,0,Private,2018,259.04706076957433,0.0289108327748378
183,111293,Master's Degree,Economics,4,0,Private,2019,253.38844804186493,0.0209995805731935
183,112293,Master's Degree,Economics,5,0,Private,2020,262.73642928568705,0.0396238505832823
183,113293,Master's Degree,Economics,6,0,Private,2021,269.49539686840825,0.0370756984340933
184,95279,Master's Degree,Accounting,24,1,Non-Profit,2018,259.04706076957433,0.0396228746358364
184,96279,Master's Degree,Accounting,25,1,Non-Profit,2019,253.38844804186493,0.0251908356635218
184,97279,Master's Degree,Accounting,26,1,Non-Profit,2020,262.73642928568705,0.0318712187075757
184,98279,Master's Degree,Accounting,27,1,Non-Profit,2021,269.49539686840825,0.0324468652923449
185,72642,Master's Degree,Economics,29,0,Non-Profit,2018,259.04706076957433,0.0392027120881089
185,73642,Master's Degree,Economics,30,0,Non-Profit,2019,253.38844804186493,0.03954615815983
185,74642,Master's Degree,Economics,31,0,Non-Profit,2020,262.73642928568705,0.0232334287247392
185,75642,Master's Degree,Economics,32,0,Non-Profit,2021,269.49539686840825,0.03436662350744
186,78542,PhD,Economics,17,0,Private,2018,259.04706076957433,0.0313017062490551
186,79542,PhD,Economics,18,0,Private,2019,253.38844804186493,0.0299779132907188
186,80542,PhD,Economics,19,0,Private,2020,262.73642928568705,0.0201807693815858
186,81542,PhD,Economics,20,0,Private,2021,269.49539686840825,0.0385238813686356
187,86601,Master's Degree,Finance,28,0,Non-Profit,2018,259.04706076957433,0.0302936723424287
187,87601,Master's Degree,Finance,29,0,Non-Profit,2019,253.38844804186493,0.0250764215631339
187,88601,Master's Degree,Finance,30,0,Non-Profit,2020,262.73642928568705,0.028055287969245
187,89601,Master's Degree,Finance,31,0,Non-Profit,2021,269.49539686840825,0.0200088556287441
188,114841,Bachelor's Degree,Economics,19,0,Non-Profit,2018,259.04706076957433,0.0302544049562525
188,115841,Bachelor's Degree,Economics,20,0,Non-Profit,2019,253.38844804186493,0.0327088729131904
188,116841,Bachelor's Degree,Economics,21,0,Non-Profit,2020,262.73642928568705,0.0206523589668313
188,117841,Bachelor's Degree,Economics,22,0,Non-Profit,2021,269.49539686840825,0.0288873069848302
189,105740,Master's Degree,Economics,20,1,Private,2018,259.04706076957433,0.0314768250820902
189,106740,Master's Degree,Economics,21,1,Private,2019,253.38844804186493,0.0369454333544371
189,107740,Master's Degree,Economics,22,1,Private,2020,262.73642928568705,0.0375471122441052
189,108740,Master's Degree,Economics,23,1,Private,2021,269.49539686840825,0.0205503837028083
190,75681,PhD,Finance,1,0,Private,2018,259.04706076957433,0.03733540709012
190,76681,PhD,Finance,2,0,Private,2019,253.38844804186493,0.0390091834115059
190,77681,PhD,Finance,3,0,Private,2020,262.73642928568705,0.0287322837953753
190,78681,PhD,Finance,4,0,Private,2021,269.49539686840825,0.0303339677045253
191,89998,Master's Degree,Finance,7,0,Non-Profit,2018,259.04706076957433,0.0280188352494609
191,90998,Master's Degree,Finance,8,0,Non-Profit,2019,253.38844804186493,0.0364632166141771
191,91998,Master's Degree,Finance,9,0,Non-Profit,2020,262.73642928568705,0.0308901153809845
191,92998,Master's Degree,Finance,10,0,Non-Profit,2021,269.49539686840825,0.0251061815300786
192,64954,PhD,Finance,4,1,Public,2018,259.04706076957433,0.0375899314145625
192,65954,PhD,Finance,5,1,Public,2019,253.38844804186493,0.0219010609106538
192,66954,PhD,Finance,6,1,Public,2020,262.73642928568705,0.0209528251487301
192,67954,PhD,Finance,7,1,Public,2021,269.49539686840825,0.0354781244354133
193,90056,Master's Degree,Finance,23,0,Public,2018,259.04706076957433,0.0258005838729781
193,91056,Master's Degree,Finance,24,0,Public,2019,253.38844804186493,0.02783647926567
193,92056,Master's Degree,Finance,25,0,Public,2020,262.73642928568705,0.030640433579685
193,93056,Master's Degree,Finance,26,0,Public,2021,269.49539686840825,0.0212266191128656
194,137116,Master's Degree,Accounting,20,1,Private,2018,259.04706076957433,0.0200294764417262
194,138116,Master's Degree,Accounting,21,1,Private,2019,253.38844804186493,0.0393369099959857
194,139116,Master's Degree,Accounting,22,1,Private,2020,262.73642928568705,0.0332609438360684
194,140116,Master's Degree,Accounting,23,1,Private,2021,269.49539686840825,0.0369685075818105
195,80517,PhD,Economics,5,1,Public,2018,259.04706076957433,0.0363355893301127
195,81517,PhD,Economics,6,1,Public,2019,253.38844804186493,0.0274188201631553
195,82517,PhD,Economics,7,1,Public,2020,262.73642928568705,0.0361338703938947
195,83517,PhD,Economics,8,1,Public,2021,269.49539686840825,0.0350849651936416
196,71088,Bachelor's Degree,Economics,16,1,Private,2018,259.04706076957433,0.0308899391820773
196,72088,Bachelor's Degree,Economics,17,1,Private,2019,253.38844804186493,0.0233464260800212
196,73088,Bachelor's Degree,Economics,18,1,Private,2020,262.73642928568705,0.0316754556102822
196,74088,Bachelor's Degree,Economics,19,1,Private,2021,269.49539686840825,0.0208484459641378
197,56156,Bachelor's Degree,Accounting,5,0,Non-Profit,2018,259.04706076957433,0.0302770892841353
197,57156,Bachelor's Degree,Accounting,6,0,Non-Profit,2019,253.38844804186493,0.0273856154043108
197,58156,Bachelor's Degree,Accounting,7,0,Non-Profit,2020,262.73642928568705,0.0365501263974644
197,59156,Bachelor's Degree,Accounting,8,0,Non-Profit,2021,269.49539686840825,0.0342865327146999
198,131942,PhD,Economics,26,0,Private,2018,259.04706076957433,0.0372338180757469
198,132942,PhD,Economics,27,0,Private,2019,253.38844804186493,0.036141418077334
198,133942,PhD,Economics,28,0,Private,2020,262.73642928568705,0.0269068390448977
198,134942,PhD,Economics,29,0,Private,2021,269.49539686840825,0.0395705093677828
199,81675,PhD,Accounting,16,0,Non-Profit,2018,259.04706076957433,0.0389418133421703
199,82675,PhD,Accounting,17,0,Non-Profit,2019,253.38844804186493,0.0276103541973978
199,83675,PhD,Accounting,18,0,Non-Profit,2020,262.73642928568705,0.0357241130452211
199,84675,PhD,Accounting,19,0,Non-Profit,2021,269.49539686840825,0.0276871007704826
200,70173,PhD,Finance,26,1,Non-Profit,2018,259.04706076957433,0.036865561818728
200,71173,PhD,Finance,27,1,Non-Profit,2019,253.38844804186493,0.0311796126819954
200,72173,PhD,Finance,28,1,Non-Profit,2020,262.73642928568705,0.0341238636592671
200,73173,PhD,Finance,29,1,Non-Profit,2021,269.49539686840825,0.030814691342662
201,48389,Bachelor's Degree,Accounting,8,0,Private,2018,259.04706076957433,0.0360000696352736
201,49389,Bachelor's Degree,Accounting,9,0,Private,2019,253.38844804186493,0.0279310736397992
201,50389,Bachelor's Degree,Accounting,10,0,Private,2020,262.73642928568705,0.0373059151781782
201,51389,Bachelor's Degree,Accounting,11,0,Private,2021,269.49539686840825,0.0261957571841819
202,97526,PhD,Economics,14,0,Public,2018,259.04706076957433,0.0314349196628749
202,98526,PhD,Economics,15,0,Public,2019,253.38844804186493,0.0381217412096252
202,99526,PhD,Economics,16,0,Public,2020,262.73642928568705,0.0334803983811758
202,100526,PhD,Economics,17,0,Public,2021,269.49539686840825,0.0309771733015471
203,73523,Master's Degree,Accounting,17,0,Non-Profit,2018,259.04706076957433,0.0286108041901438
203,74523,Master's Degree,Accounting,18,0,Non-Profit,2019,253.38844804186493,0.0321100953323175
203,75523,Master's Degree,Accounting,19,0,Non-Profit,2020,262.73642928568705,0.0271170951851842
203,76523,Master's Degree,Accounting,20,0,Non-Profit,2021,269.49539686840825,0.0266692518719202
204,132789,Master's Degree,Accounting,15,1,Non-Profit,2018,259.04706076957433,0.0396409907403192
204,133789,Master's Degree,Accounting,16,1,Non-Profit,2019,253.38844804186493,0.034669734929842
204,134789,Master's Degree,Accounting,17,1,Non-Profit,2020,262.73642928568705,0.0356199178722998
204,135789,Master's Degree,Accounting,18,1,Non-Profit,2021,269.49539686840825,0.0320220539124865
205,91991,Bachelor's Degree,Economics,26,1,Non-Profit,2018,259.04706076957433,0.0395420846610314
205,92991,Bachelor's Degree,Economics,27,1,Non-Profit,2019,253.38844804186493,0.0309556938876663
205,93991,Bachelor's Degree,Economics,28,1,Non-Profit,2020,262.73642928568705,0.0311099084821172
205,94991,Bachelor's Degree,Economics,29,1,Non-Profit,2021,269.49539686840825,0.0316436646018517
206,95230,Bachelor's Degree,Finance,27,1,Private,2018,259.04706076957433,0.0303357987825631
206,96230,Bachelor's Degree,Finance,28,1,Private,2019,253.38844804186493,0.0326140094231757
206,97230,Bachelor's Degree,Finance,29,1,Private,2020,262.73642928568705,0.0337955769849624
206,98230,Bachelor's Degree,Finance,30,1,Private,2021,269.49539686840825,0.031907193225172
207,89547,PhD,Accounting,27,1,Non-Profit,2018,259.04706076957433,0.0339159495531089
207,90547,PhD,Accounting,28,1,Non-Profit,2019,253.38844804186493,0.021841905064658
207,91547,PhD,Accounting,29,1,Non-Profit,2020,262.73642928568705,0.032832638176547
207,92547,PhD,Accounting,30,1,Non-Profit,2021,269.49539686840825,0.0274651962892551
208,112800,PhD,Economics,27,0,Private,2018,259.04706076957433,0.031953365654054
208,113800,PhD,Economics,28,0,Private,2019,253.38844804186493,0.0389346745784679
208,114800,PhD,Economics,29,0,Private,2020,262.73642928568705,0.0230965722519543
208,115800,PhD,Economics,30,0,Private,2021,269.49539686840825,0.0347307045666958
209,123276,Bachelor's Degree,Finance,28,1,Public,2018,259.04706076957433,0.0277122702573129
209,124276,Bachelor's Degree,Finance,29,1,Public,2019,253.38844804186493,0.0308398014977953
209,125276,Bachelor's Degree,Finance,30,1,Public,2020,262.73642928568705,0.024409673869466
209,126276,Bachelor's Degree,Finance,31,1,Public,2021,269.49539686840825,0.0323449804169745
210,121513,Master's Degree,Economics,3,1,Private,2018,259.04706076957433,0.021686026292227
210,122513,Master's Degree,Economics,4,1,Private,2019,253.38844804186493,0.0372263925163018
210,123513,Master's Degree,Economics,5,1,Private,2020,262.73642928568705,0.0302545278852355
210,124513,Master's Degree,Economics,6,1,Private,2021,269.49539686840825,0.0399252457304975
211,133945,Bachelor's Degree,Finance,18,0,Private,2018,259.04706076957433,0.0218278297266355
211,134945,Bachelor's Degree,Finance,19,0,Private,2019,253.38844804186493,0.0375494009330896
211,135945,Bachelor's Degree,Finance,20,0,Private,2020,262.73642928568705,0.0202749110802269
211,136945,Bachelor's Degree,Finance,21,0,Private,2021,269.49539686840825,0.0242881296598632
212,79442,Bachelor's Degree,Finance,29,1,Public,2018,259.04706076957433,0.024306887627651
212,80442,Bachelor's Degree,Finance,30,1,Public,2019,253.38844804186493,0.0318960642935557
212,81442,Bachelor's Degree,Finance,31,1,Public,2020,262.73642928568705,0.0266606974361079
212,82442,Bachelor's Degree,Finance,32,1,Public,2021,269.49539686840825,0.027665684792844
213,126162,PhD,Finance,10,1,Private,2018,259.04706076957433,0.0250671434011932
213,127162,PhD,Finance,11,1,Private,2019,253.38844804186493,0.0258299148184744
213,128162,PhD,Finance,12,1,Private,2020,262.73642928568705,0.0285499130071351
213,129162,PhD,Finance,13,1,Private,2021,269.49539686840825,0.0359943752792972
214,82257,PhD,Accounting,24,1,Private,2018,259.04706076957433,0.0282267893299828
214,83257,PhD,Accounting,25,1,Private,2019,253.38844804186493,0.0327590852536947
214,84257,PhD,Accounting,26,1,Private,2020,262.73642928568705,0.0299886353973367
214,85257,PhD,Accounting,27,1,Private,2021,269.49539686840825,0.0228877526426733
215,61751,PhD,Economics,11,0,Public,2018,259.04706076957433,0.0240219745488533
215,62751,PhD,Economics,12,0,Public,2019,253.38844804186493,0.0281526571595931
215,63751,PhD,Economics,13,0,Public,2020,262.73642928568705,0.0205662254880533
215,64751,PhD,Economics,14,0,Public,2021,269.49539686840825,0.0256207616276205
216,102704,PhD,Economics,6,1,Public,2018,259.04706076957433,0.0232092522854245
216,103704,PhD,Economics,7,1,Public,2019,253.38844804186493,0.0237129340980248
216,104704,PhD,Economics,8,1,Public,2020,262.73642928568705,0.0376338122368701
216,105704,PhD,Economics,9,1,Public,2021,269.49539686840825,0.0337026861974896
217,70187,PhD,Accounting,28,1,Private,2018,259.04706076957433,0.0310676037573149
217,71187,PhD,Accounting,29,1,Private,2019,253.38844804186493,0.0348506166568084
217,72187,PhD,Accounting,30,1,Private,2020,262.73642928568705,0.0374527160509367
217,73187,PhD,Accounting,31,1,Private,2021,269.49539686840825,0.0243212023248953
218,116736,PhD,Accounting,10,1,Public,2018,259.04706076957433,0.024635671805787
218,117736,PhD,Accounting,11,1,Public,2019,253.38844804186493,0.0380711688686506
218,118736,PhD,Accounting,12,1,Public,2020,262.73642928568705,0.0365774255250591
218,119736,PhD,Accounting,13,1,Public,2021,269.49539686840825,0.0304319879202271
219,81322,Bachelor's Degree,Economics,25,0,Non-Profit,2018,259.04706076957433,0.0259188577771731
219,82322,Bachelor's Degree,Economics,26,0,Non-Profit,2019,253.38844804186493,0.0282218721776087
219,83322,Bachelor's Degree,Economics,27,0,Non-Profit,2020,262.73642928568705,0.027696072344422
219,84322,Bachelor's Degree,Economics,28,0,Non-Profit,2021,269.49539686840825,0.0285921718426472
220,93605,PhD,Accounting,12,0,Public,2018,259.04706076957433,0.0232272560211076
220,94605,PhD,Accounting,13,0,Public,2019,253.38844804186493,0.0203825793287457
220,95605,PhD,Accounting,14,0,Public,2020,262.73642928568705,0.0378171106996629
220,96605,PhD,Accounting,15,0,Public,2021,269.49539686840825,0.0270854265443443
221,131166,PhD,Economics,22,1,Private,2018,259.04706076957433,0.0267134766607811
221,132166,PhD,Economics,23,1,Private,2019,253.38844804186493,0.031438244077012
221,133166,PhD,Economics,24,1,Private,2020,262.73642928568705,0.0282947165393494
221,134166,PhD,Economics,25,1,Private,2021,269.49539686840825,0.0374293684275306
222,77640,PhD,Economics,29,1,Non-Profit,2018,259.04706076957433,0.028239161900682
222,78640,PhD,Economics,30,1,Non-Profit,2019,253.38844804186493,0.0326283784243675
222,79640,PhD,Economics,31,1,Non-Profit,2020,262.73642928568705,0.0223078928435783
222,80640,PhD,Economics,32,1,Non-Profit,2021,269.49539686840825,0.0223440781136046
223,114510,Bachelor's Degree,Finance,13,0,Public,2018,259.04706076957433,0.0379134955523755
223,115510,Bachelor's Degree,Finance,14,0,Public,2019,253.38844804186493,0.0301561012791755
223,116510,Bachelor's Degree,Finance,15,0,Public,2020,262.73642928568705,0.0203624808209145
223,117510,Bachelor's Degree,Finance,16,0,Public,2021,269.49539686840825,0.0213809181262919
224,87468,Bachelor's Degree,Finance,11,0,Non-Profit,2018,259.04706076957433,0.0250654476704543
224,88468,Bachelor's Degree,Finance,12,0,Non-Profit,2019,253.38844804186493,0.0344688732470982
224,89468,Bachelor's Degree,Finance,13,0,Non-Profit,2020,262.73642928568705,0.0367223540641449
224,90468,Bachelor's Degree,Finance,14,0,Non-Profit,2021,269.49539686840825,0.0368665233557576
225,69717,PhD,Finance,29,0,Public,2018,259.04706076957433,0.0370994803912294
225,70717,PhD,Finance,30,0,Public,2019,253.38844804186493,0.0293261951228034
225,71717,PhD,Finance,31,0,Public,2020,262.73642928568705,0.0277565217983386
225,72717,PhD,Finance,32,0,Public,2021,269.49539686840825,0.0380354805709245
226,103480,Master's Degree,Economics,8,1,Public,2018,259.04706076957433,0.0213312945582844
226,104480,Master's Degree,Economics,9,1,Public,2019,253.38844804186493,0.0214821084514973
226,105480,Master's Degree,Economics,10,1,Public,2020,262.73642928568705,0.0360762909038689
226,106480,Master's Degree,Economics,11,1,Public,2021,269.49539686840825,0.039943647078059
227,122698,PhD,Economics,3,0,Private,2018,259.04706076957433,0.027450665475191
227,123698,PhD,Economics,4,0,Private,2019,253.38844804186493,0.0273914839885354
227,124698,PhD,Economics,5,0,Private,2020,262.73642928568705,0.034454755044776
227,125698,PhD,Economics,6,0,Private,2021,269.49539686840825,0.034175313104583
228,66277,PhD,Economics,17,1,Non-Profit,2018,259.04706076957433,0.0326397736079237
228,67277,PhD,Economics,18,1,Non-Profit,2019,253.38844804186493,0.0220735716146855
228,68277,PhD,Economics,19,1,Non-Profit,2020,262.73642928568705,0.0316203018675021
228,69277,PhD,Economics,20,1,Non-Profit,2021,269.49539686840825,0.0309606471332848
229,71577,Bachelor's Degree,Economics,20,1,Non-Profit,2018,259.04706076957433,0.0334231494675937
229,72577,Bachelor's Degree,Economics,21,1,Non-Profit,2019,253.38844804186493,0.0348450637439817
229,73577,Bachelor's Degree,Economics,22,1,Non-Profit,2020,262.73642928568705,0.0238995039980057
229,74577,Bachelor's Degree,Economics,23,1,Non-Profit,2021,269.49539686840825,0.0349995559690414
230,89913,Bachelor's Degree,Finance,4,0,Non-Profit,2018,259.04706076957433,0.0308329283643351
230,90913,Bachelor's Degree,Finance,5,0,Non-Profit,2019,253.38844804186493,0.0261380902638914
230,91913,Bachelor's Degree,Finance,6,0,Non-Profit,2020,262.73642928568705,0.0342555535243366
230,92913,Bachelor's Degree,Finance,7,0,Non-Profit,2021,269.49539686840825,0.0317700987031797
231,119165,Bachelor's Degree,Accounting,12,1,Non-Profit,2018,259.04706076957433,0.0349150675815225
231,120165,Bachelor's Degree,Accounting,13,1,Non-Profit,2019,253.38844804186493,0.0316933618033165
231,121165,Bachelor's Degree,Accounting,14,1,Non-Profit,2020,262.73642928568705,0.028877183768426
231,122165,Bachelor's Degree,Accounting,15,1,Non-Profit,2021,269.49539686840825,0.0391699567133548
232,99442,Bachelor's Degree,Economics,6,0,Public,2018,259.04706076957433,0.0245008375234174
232,100442,Bachelor's Degree,Economics,7,0,Public,2019,253.38844804186493,0.0365183541463206
232,101442,Bachelor's Degree,Economics,8,0,Public,2020,262.73642928568705,0.0255691509274714
232,102442,Bachelor's Degree,Economics,9,0,Public,2021,269.49539686840825,0.0364753479159824
233,106395,Master's Degree,Finance,23,0,Private,2018,259.04706076957433,0.0357341668141461
233,107395,Master's Degree,Finance,24,0,Private,2019,253.38844804186493,0.0349567714882414
233,108395,Master's Degree,Finance,25,0,Private,2020,262.73642928568705,0.0243446177290602
233,109395,Master's Degree,Finance,26,0,Private,2021,269.49539686840825,0.0252800869991893
234,83259,Bachelor's Degree,Accounting,24,0,Non-Profit,2018,259.04706076957433,0.0356754477803449
234,84259,Bachelor's Degree,Accounting,25,0,Non-Profit,2019,253.38844804186493,0.0240213030409989
234,85259,Bachelor's Degree,Accounting,26,0,Non-Profit,2020,262.73642928568705,0.034724577650571
234,86259,Bachelor's Degree,Accounting,27,0,Non-Profit,2021,269.49539686840825,0.0333354381956779
235,119357,Master's Degree,Economics,29,0,Non-Profit,2018,259.04706076957433,0.0218983587364333
235,120357,Master's Degree,Economics,30,0,Non-Profit,2019,253.38844804186493,0.0265327849885182
235,121357,Master's Degree,Economics,31,0,Non-Profit,2020,262.73642928568705,0.0361333010605363
